id,food_name,aliases,category,energy_kcal,protein_g,fat_g,carb_g
Q9900301,起酥片,,糕餅點心類,404,6.7,26.9,33.8
R0100101,廣東粥,,加工調理食品及其他類,81,4.9,2.8,9.1
R0200101,冷凍火腿炒飯,,加工調理食品及其他類,189,5,5.6,29.7
R0200201,冷凍蝦仁炒飯,,加工調理食品及其他類,148,4.7,3.4,24.6
R0300101,三角飯糰(肉鬆),,加工調理食品及其他類,219,5.8,5.5,36.6
R0300201,糯米飯糰,,加工調理食品及其他類,335,5.9,17.6,38.3
R0300301,壽司(豆皮壽司),稻禾壽司,加工調理食品及其他類,194,6.3,4.7,31.7
R0400101,肉粽,,加工調理食品及其他類,235,8.2,8.8,30.7
R0400201,鹼粽,,加工調理食品及其他類,131,2.1,1.7,26.8
R0500301,冷凍筒仔米糕,,加工調理食品及其他類,212,6.5,5.8,33.6
R0500401,筒仔米糕,,加工調理食品及其他類,246,6.6,8.6,35.5
R0600101,豬血糕,米血糕,加工調理食品及其他類,194,8.6,0.9,37.8
R0600201,鴨血糕,米血糕,加工調理食品及其他類,193,6.7,1.1,39.1
R0700101,肉圓,肉丸,加工調理食品及其他類,136,3.1,1.6,27.3
R0700201,清蒸蝦仁肉圓,肉丸,加工調理食品及其他類,152,4.6,7.4,16.7
R0800101,甜酒釀,,加工調理食品及其他類,163,5,0.4,34.8
R0800201,紫米酒釀,,加工調理食品及其他類,155,4.2,0.4,33.6
R0900101,冷凍芝麻湯圓,,加工調理食品及其他類,352,4.8,16.3,46.7
R0900201,冷凍花生湯圓,,加工調理食品及其他類,350,5.2,15.6,47.1
R0900301,冷凍豬肉湯圓,,加工調理食品及其他類,281,6.5,12.1,36.6
R1100101,免煮飯,,加工調理食品及其他類,168,3.2,0.3,37.1
R1100201,埔里米粉,,加工調理食品及其他類,358,0.5,0.5,87.7
R1100301,細米粉,,加工調理食品及其他類,355,0.4,0.6,87.2
R1100401,濁水米粉,,加工調理食品及其他類,357,5.3,1.3,81.1
R1100501,米粄條,美濃粄條,加工調理食品及其他類,129,1.1,0.9,29.2
R1100601,米苔目,,加工調理食品及其他類,121,0.6,0.1,29.6
R1100701,粿仔條,,加工調理食品及其他類,193,0.5,1.2,45
R1300101,米漿(散裝),,加工調理食品及其他類,62,0.6,0.5,13.7
R1300201,保久米漿,,加工調理食品及其他類,62,1,1.5,11.3
R1300301,糙米漿,,加工調理食品及其他類,71,1.3,2.2,11.6
R1300401,糙秈米漿,,穀物類,68,0.9,2.1,11.4
R1300501,糯米漿,,加工調理食品及其他類,51,0.8,0.8,10.2
R1300601,黑糯米漿,,加工調理食品及其他類,50,0.4,0.2,11.6
R1310101,米漿粉,,加工調理食品及其他類,444,9.1,12.3,74.3
R1500101,燕麥奶,,加工調理食品及其他類,44,1,0.8,8.1
R1600101,玉米粒罐頭,,加工調理食品及其他類,90,2.3,1.4,16.9
R1600201,玉米醬罐頭,,加工調理食品及其他類,66,1.4,0.4,14
R1700101,麵筋(未調味),,加工調理食品及其他類,643,42.5,53,0
R1700201,麵腸(未調味),,加工調理食品及其他類,138,20.6,1.9,9.7
R1800101,水餃皮,,加工調理食品及其他類,264,7.8,0.5,57
R1800201,春捲皮,,加工調理食品及其他類,241,8.3,0.7,50.4
R1800301,餛飩皮,,加工調理食品及其他類,271,8.3,0.5,58.2
R1900101,長麵線,壽麵線,加工調理食品及其他類,310,10.7,1.1,64.3
R1900201,紅麵線,,加工調理食品及其他類,307,11.3,1.4,62.3
R1900301,麵線,,加工調理食品及其他類,350,11.7,1.5,72.4
R1900401,雞絲麵,,加工調理食品及其他類,463,9.4,22.8,55
R2000101,乾麵條,,加工調理食品及其他類,350,11.6,1.5,72.5
R2000201,油麵條,油麵,加工調理食品及其他類,361,11.4,1.2,76.3
R2000301,紅蘿蔔麵,,加工調理食品及其他類,352,12.1,1,73.8
R2000401,通心麵,,加工調理食品及其他類,359,13.8,1.4,72.6
R2000501,菠菜麵,,加工調理食品及其他類,356,11.8,1.2,74.4
R2000601,鍋燒意麵,,加工調理食品及其他類,479,10,22.8,58.5
R2000701,雞蛋麵,,加工調理食品及其他類,358,12.5,0.9,74.8
R2000801,刀削麵,,加工調理食品及其他類,267,8.4,0.9,56.2
R2000901,拉麵,,加工調理食品及其他類,292,9.1,0.8,62.1
R2001001,意麵,,加工調理食品及其他類,290,10.1,1,60.1
R2001101,衛生油麵,,加工調理食品及其他類,163,5.5,1.8,31.2
R2001201,金門黃麵,,加工調理食品及其他類,158,6.4,0.5,31.9
R2001301,冷凍烏龍麵,,加工調理食品及其他類,129,3.4,0.3,28.2
R2001401,鍋燒麵,,加工調理食品及其他類,120,4.5,0.4,24.6
R2001501,蕎麥麵(乾),,加工調理食品及其他類,349,12.7,1.7,70.6
R2001502,蕎麥麵(濕),,加工調理食品及其他類,153,6.3,1.5,28.6
R2100101,炒板條,,加工調理食品及其他類,149,4.2,4.2,23.7
R2100201,泡麵(牛肉口味),,加工調理食品及其他類,473,9.6,24.5,53.6
R2100301,泡麵(鮮蝦口味),,加工調理食品及其他類,475,9.6,23.8,55.5
R2100401,擔仔麵,,加工調理食品及其他類,124,4.4,6.5,11.9
R2200101,冷凍牛肉水餃,,加工調理食品及其他類,215,8.9,9.7,23.1
R2200201,冷凍豬肉水餃,,加工調理食品及其他類,208,8.1,9.7,22.1
R2200301,冷凍豬肉韭菜水餃,,加工調理食品及其他類,229,8.4,11.5,23
R2200401,冷凍豬肉蟹黃水餃,,加工調理食品及其他類,223,7.8,9.8,26
R2200501,冷凍香菇雞肉水餃,,加工調理食品及其他類,221,9.5,10.2,22.7
R2200601,冷凍素食水餃,,加工調理食品及其他類,175,8.7,4.1,25.8
R2200701,冷凍鮪魚水餃,,加工調理食品及其他類,196,9,8.5,20.8
R2200801,冷凍豬肉熟水餃,,加工調理食品及其他類,235,7.2,10.1,28.9
R2200901,冷凍素食熟水餃,,加工調理食品及其他類,209,7.2,5.4,32.9
R2201001,冷凍冬菜蝦仁餛飩,雲吞,加工調理食品及其他類,191,9.1,6.3,24.5
R2201101,冷凍豬肉餛飩,雲吞,加工調理食品及其他類,240,11.1,12.6,20.5
R2201201,冷凍菜肉餛飩,雲吞,加工調理食品及其他類,236,9.1,16.3,13.3
R2201301,溫州餛飩,大餛飩,加工調理食品及其他類,145,6.5,7.9,11.9
R2201401,豬肉鍋貼,,加工調理食品及其他類,238,7.8,11.3,26.2
R2201501,熟水餃(高麗菜水餃),,加工調理食品及其他類,199,7.4,10.1,19.7
R2300101,冷凍叉燒包,,加工調理食品及其他類,266,8.8,4.8,47
R2300201,冷凍酸菜焢肉包子,,加工調理食品及其他類,301,8.6,13.1,37.2
R2300301,冷凍芋泥包,,加工調理食品及其他類,263,6.6,3.6,51.1
R2300401,冷凍豆沙包,,加工調理食品及其他類,247,7.4,1.1,51.8
R2300501,冷凍芝麻包,,加工調理食品及其他類,341,7.2,11.7,51.7
R2300601,冷凍蓮蓉包,,加工調理食品及其他類,292,7.9,5.5,52.8
R2300701,冷凍叉燒包子,,加工調理食品及其他類,267,7.1,6.1,46
R2300801,冷凍牛肉包子,,加工調理食品及其他類,269,10.8,4.6,46.1
R2300901,冷凍豬肉包子,,加工調理食品及其他類,266,7.6,9.2,38.2
R2301001,冷凍豬肉湯包,,加工調理食品及其他類,235,10.1,14.3,16.3
R2301101,小籠包,,加工調理食品及其他類,242,9.6,15.5,15.9
R2301201,冷凍素菜包子,,加工調理食品及其他類,234,8.6,3.8,41.4
R2301301,竹筍包,,加工調理食品及其他類,209,6.9,5.5,32.9
R2400101,冷凍白饅頭,,加工調理食品及其他類,279,7.4,2.4,57
R2400201,白饅頭,,加工調理食品及其他類,248,8.1,1.2,51.3
R2400301,芋頭饅頭,,加工調理食品及其他類,155,5.7,0.6,31.5
R2400401,花捲,,加工調理食品及其他類,227,5.7,1.9,47
R2400501,冷藏堅果饅頭,,加工調理食品及其他類,307,9.6,8.8,47.3
R2400601,黑糖饅頭,,加工調理食品及其他類,235,6.8,0.9,50
R2400701,冷凍銀絲卷(奶黃),,加工調理食品及其他類,283,8.9,3.3,54.5
R2500101,火腿蛋三明治,,加工調理食品及其他類,275,10.9,13.2,28.2
R2600101,披薩(夏威夷),,加工調理食品及其他類,270,12,8.7,35.9
R2600201,冷凍披薩(黑胡椒火腿),,加工調理食品及其他類,210,9.3,6.9,27.7
R2700101,蔥油餅,,加工調理食品及其他類,305,8.3,9.3,46.9
R2700201,冷凍蔥油餅,蔥油派,加工調理食品及其他類,258,9.1,3.1,48.5
R2700301,冷凍蛋餅皮,,加工調理食品及其他類,231,5.7,3.7,43.7
R2700401,燒餅,,加工調理食品及其他類,323,9.1,9.1,51.1
R2800101,韭菜盒子,,加工調理食品及其他類,217,7.5,12.1,19.5
R2800201,大餅包小餅(紅豆),,加工調理食品及其他類,376,8.3,16.5,48.5
R2800301,水煎包,,加工調理食品及其他類,166,4.3,5.4,25.2
R2800401,牛肉餡餅,,加工調理食品及其他類,225,9.6,10.4,23.3
R2800501,豬肉餡餅,,加工調理食品及其他類,327,6.2,23.3,23.1
R2900101,冷凍燒賣,,加工調理食品及其他類,188,9.9,9.7,15.3
R2900201,冷凍水晶包,,加工調理食品及其他類,211,4.8,7.8,30.4
R2900301,"冷凍,水晶餃",,加工調理食品及其他類,190,2.8,3.5,36.8
R3000101,油條,,加工調理食品及其他類,551,10.1,40.2,37.3
R3000201,冷凍春捲,,加工調理食品及其他類,272,5.1,13.9,31.5
R3000301,蚵仔煎,,加工調理食品及其他類,192,4.9,10.4,19.7
R3000401,棺材板,,加工調理食品及其他類,264,7,17.5,19.7
R3000501,油豆腐粉絲(阿給),阿給,加工調理食品及其他類,146,6.9,6.2,15.7
R3100101,冷凍可樂餅(奶汁),,加工調理食品及其他類,114,3.6,2.3,19.8
R4100101,芋圓,,加工調理食品及其他類,214,0.9,0.2,52.1
R4100201,粉圓,,加工調理食品及其他類,346,0.2,0,86.2
R4100301,冷凍甘薯條,薯條,加工調理食品及其他類,182,1.8,6.5,29
R4100401,冷凍馬鈴薯條,薯條,加工調理食品及其他類,151,2.2,4.5,25.5
R4100501,西谷米,,加工調理食品及其他類,360,0.1,0.1,89.7
R4400101,台式泡菜,,加工調理食品及其他類,59,0.9,0.3,13.1
R4400201,黃金泡菜,,加工調理食品及其他類,111,2.4,5.7,12.5
R4400301,韓式泡菜,,加工調理食品及其他類,35,2,0.4,5.8
R4400401,花瓜罐頭,,加工調理食品及其他類,89,2.9,0.2,18.8
R4400501,冷凍洋蔥圈,,加工調理食品及其他類,281,4,11,41.4
R4400601,醃辣椒,剝皮辣椒,加工調理食品及其他類,53,1.9,0.3,10.6
R4400701,桂竹筍片,,加工調理食品及其他類,19,1,0.2,3.3
R4400801,麻竹筍干,,加工調理食品及其他類,400,,,100
R4400901,薤,"蕗蕎,薤頭,火蔥,蕎蔥,大韭(韮),露京,蕎頭,叫頭",加工調理食品及其他類,11,0.5,0.2,1.9
R4401001,甘藍乾,高麗菜乾,加工調理食品及其他類,194,7.2,1.1,38.9
R4401101,酸甘藍菜,酸高麗菜,加工調理食品及其他類,24,1.4,0.2,4.2
R4401201,梅乾菜,,加工調理食品及其他類,116,5.5,1.1,20.8
R4401301,榨菜,"榨菜藺蕓苔,四川榨菜,疙瘩菜,稜角菜,筆架菜,香爐菜,瘤菜",加工調理食品及其他類,27,1.3,0.4,4.6
R4401401,酸菜,"鹹菜,鹼菜,醃(大/鹹)酸菜,大鹹菜,鹹菜仁",加工調理食品及其他類,19,0.8,0.3,3.2
R4401501,醃漬冬瓜,"白瓜,東瓜,枕瓜,水芝,地芝",加工調理食品及其他類,28,2.5,0.2,4.1
R4401601,醃漬花胡瓜,"小黃瓜,花瓜,小胡瓜,小瓜,小刺瓜,水胡瓜",加工調理食品及其他類,89,3,0.5,18.1
R4401701,醃漬越瓜,"醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜",加工調理食品及其他類,18,1.1,0.2,3.1
R4500101,銀耳罐頭,"白木耳,雪耳",加工調理食品及其他類,49,0.1,0.1,12
R4500201,草菇罐頭,"蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)",加工調理食品及其他類,36,3.3,0.1,5.4
R4500301,醃漬香菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",加工調理食品及其他類,56,3,0.1,10.6
R4500401,秀珍菇罐頭,"平菇,小平菇,側耳平菇,蠔菇,袖珍(鮑魚)菇(側耳)",加工調理食品及其他類,30,1.7,0.5,4.7
R4500501,金針菇罐頭,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",加工調理食品及其他類,27,1.7,0.2,4.5
R4500601,洋菇罐頭,"西洋蘑菇(蘑菇,雙孢蘑菇)",加工調理食品及其他類,31,2.9,0.3,4.3
R4500701,猴頭菇罐頭,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",加工調理食品及其他類,31,1,0.1,6.5
R4600101,高纖胚芽冬粉,粉絲,加工調理食品及其他類,364,0.6,0.2,90
R4600201,冬粉,粉絲,加工調理食品及其他類,351,0.1,0.1,87.5
R4600301,寬粉,寬條冬粉,加工調理食品及其他類,349,0.1,0.1,86.9
R4700101,佃煮黑豆,,加工調理食品及其他類,271,10.5,6.2,43.5
R4700201,豆干絲,,加工調理食品及其他類,170,18.3,8.6,4.8
R4700202,五香豆干,,加工調理食品及其他類,197,19.3,10.6,6.2
R4700203,小方豆干,,加工調理食品及其他類,161,17.4,8.6,3.5
R4700301,黑豆干,,加工調理食品及其他類,197,19,12.5,2.1
R4700401,豆腐皮,豆皮,加工調理食品及其他類,209,25.3,11,2.4
R4700501,日式炸豆皮,,加工調理食品及其他類,388,19.2,32.4,4.9
R4700601,豆豉,蔭豉,加工調理食品及其他類,237,20.4,11.5,12.8
R4700701,豆棗,,加工調理食品及其他類,420,11.7,19.2,50
R4700801,百頁豆腐,千張豆腐,加工調理食品及其他類,196,13.4,13.1,6.3
R4700901,傳統豆腐,板豆腐,加工調理食品及其他類,88,8.5,3.4,6
R4700902,傳統豆腐(2022年取樣),板豆腐,加工調理食品及其他類,96,9.6,5.5,1.9
R4701001,冷凍豆腐,凍豆腐,加工調理食品及其他類,131,12.9,7.1,3.9
R4701101,小三角油豆腐,,加工調理食品及其他類,160,12.7,13.3,0
R4701201,嫩豆腐,,加工調理食品及其他類,53,4.9,3,1.6
R4701301,雞蛋豆腐,,加工調理食品及其他類,79,6.9,4.6,2.7
R4701401,麻油辣腐乳,,加工調理食品及其他類,107,9,5.8,4.8
R4800101,素肉,,加工調理食品及其他類,210,23.9,10.1,6
R4800201,冷凍素雞塊,,加工調理食品及其他類,206,14.2,8.1,19
R4900101,花生麵筋罐頭,,加工調理食品及其他類,206,11,11.1,15.5
R4900201,香菇麵筋罐頭,,加工調理食品及其他類,192,10.7,10,14.9
R4900301,花豆罐頭(糖漬),"紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆",加工調理食品及其他類,204,7.6,0,43.5
R4900401,紅豆罐頭(糖漬),"小豆,赤小豆,赤豆,通常小豆,小紅豆,紅小豆",加工調理食品及其他類,233,8,0.3,49.5
R4900501,甘納豆,,加工調理食品及其他類,333,6.6,1,74.5
R4900601,豌豆仁罐頭,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",加工調理食品及其他類,126,7.2,0.9,22.1
R4900701,鹽酥蠶豆,"蠶豆酥,蠶豆子,蠶豆花",加工調理食品及其他類,481,26.9,20.9,46.3
R5000101,豆漿,豆奶,加工調理食品及其他類,60,3.2,1.3,9
R5000201,雞蛋豆漿,雞蛋豆奶,加工調理食品及其他類,56,1.9,1.3,9.2
R5000301,鹹豆漿,,加工調理食品及其他類,37,3.5,1.8,1.7
R5000401,黑豆漿,黑豆奶,加工調理食品及其他類,39,1.1,0.6,7.4
R5000501,豆漿優酪乳,豆奶優酪乳,加工調理食品及其他類,70,2,1.2,12.9
R5000601,DHA豆奶,,加工調理食品及其他類,44,1.7,0.5,8
R5010101,豆漿粉,豆奶粉,加工調理食品及其他類,434,37.4,17.1,32.5
R5100101,叉燒肉,,加工調理食品及其他類,253,17.2,13.1,16.5
R5100201,切片火腿(牛肉),"三明治火腿,火腿片",加工調理食品及其他類,121,15.9,2.2,9.4
R5100301,切片火腿(豬肉),"三明治火腿,火腿片",加工調理食品及其他類,147,16.5,4.9,9
R5100401,切片火腿(雞肉),"三明治火腿,火腿片",加工調理食品及其他類,148,15.3,5.3,10
R5100501,"條狀火腿(牛肉,黑胡椒)",,加工調理食品及其他類,113,18.9,2.3,4.1
R5100601,條狀火腿(豬肉),,加工調理食品及其他類,145,16.2,3.8,11.5
R5100701,醬肘子,"醬肘花,醬汁燒蹄膀",加工調理食品及其他類,134,19,6.6,0
R5100801,培根,三層煙肉,加工調理食品及其他類,372,13.5,35.6,0
R5100901,臘肉(五花肉),,加工調理食品及其他類,525,18.5,49,2.4
R5100902,臘肉(腿肉),,加工調理食品及其他類,377,26.7,27.2,6.4
R5101001,滷牛筋,滷蹄筋,加工調理食品及其他類,119,21.1,2.8,2.6
R5101101,滷豬腳,,加工調理食品及其他類,237,28.4,15.4,0
R5101201,醃燻豬肝,,加工調理食品及其他類,167,26.8,4.7,4.2
R5101301,膽肝,"鹹豬肝,粉肝,柴肝",加工調理食品及其他類,252,31.2,7.9,13.9
R5200101,片狀肉乾(牛肉),牛肉干,加工調理食品及其他類,335,30.3,5.2,41.8
R5200102,"片狀肉乾(牛肉,辣味)",辣味牛肉干,加工調理食品及其他類,335,38,7,29.9
R5200201,片狀肉乾(豬肉),豬肉干,加工調理食品及其他類,329,30,5,41
R5200301,條狀肉乾(豬肉),"豬肉乾,豬肉干",加工調理食品及其他類,345,43.2,7.9,25.1
R5300101,牛肉香腸,,加工調理食品及其他類,298,20.7,20.5,7.8
R5300201,香腸,,加工調理食品及其他類,354,17,26.3,12.3
R5300202,香腸(蒜味),,加工調理食品及其他類,387,16.6,27.8,17.7
R5300203,蒟蒻香腸(蒜味),,加工調理食品及其他類,289,19.4,14.9,19.3
R5300301,小巧香腸,小香腸,加工調理食品及其他類,362,15.1,28.2,11.9
R5300401,雞肉香腸(大),,加工調理食品及其他類,283,22.4,16.3,11.8
R5300402,雞肉香腸(小),,加工調理食品及其他類,459,13.9,37.7,15.9
R5300501,熱狗,,加工調理食品及其他類,257,13.3,18.1,10.2
R5300601,德國香腸,,加工調理食品及其他類,275,15.9,21.4,4.6
R5300701,冷凍小香腸,,加工調理食品及其他類,249,14.8,17.8,7.4
R5400101,冷凍珍珠丸,,加工調理食品及其他類,225,9.5,11.5,20.9
R5400201,冷凍貢丸,,加工調理食品及其他類,244,16.6,20.3,0
R5400301,冷凍雞肉丸,,加工調理食品及其他類,202,10.5,12.3,12.3
R5500101,冷凍牛肉漢堡肉,,加工調理食品及其他類,249,14.4,18.5,6.3
R5500201,冷凍雞塊,,加工調理食品及其他類,228,15.3,12.9,12.6
R5600101,豬肉脯,豬肉絨,加工調理食品及其他類,441,33.4,25.1,20.3
R5600201,豬肉酥,豬肉鬆,加工調理食品及其他類,513,33,28.3,31.6
R5600301,雞肉酥,雞肉鬆,加工調理食品及其他類,451,26.7,14.6,53.2
R5900101,肉羹,,加工調理食品及其他類,247,9.7,14.7,18.9
R5900201,冷凍咕咾肉,,加工調理食品及其他類,184,6.4,9.5,18.3
R5900301,豬腳凍,,加工調理食品及其他類,145,16.6,7.8,2
R6100101,冷凍花枝丸,,加工調理食品及其他類,166,12.7,7,13
R6100201,冷凍虱目魚丸,,加工調理食品及其他類,206,13.7,11.9,11
R6100301,冷凍文蛤丸,,加工調理食品及其他類,211,16.2,9.2,15.8
R6100401,冷凍旗魚丸,,加工調理食品及其他類,160,12.8,6.7,12
R6100501,冷凍鱈魚丸,,加工調理食品及其他類,99,8.5,2.4,10.7
R6100601,冷凍蝦丸,,加工調理食品及其他類,123,10.8,2.3,14.7
R6200201,冷凍花枝排,,加工調理食品及其他類,187,5.5,7.3,24.9
R6200301,冷凍鮪排,,加工調理食品及其他類,143,13.4,0.9,20.4
R6200401,冷凍蝦餅,,加工調理食品及其他類,127,9.6,2.1,17.3
R6300301,冷凍干貝酥,,加工調理食品及其他類,146,8.3,0.2,27.7
R6300401,冷凍花枝塊,,加工調理食品及其他類,180,11.3,7.5,17
R6300501,冷凍旗魚塊,,加工調理食品及其他類,178,15.3,6.5,14.7
R6400101,冷凍蚵捲,,加工調理食品及其他類,213,6.9,17.5,7
R6400201,冷凍魚捲,,加工調理食品及其他類,126,13.8,0.3,17.1
R6400301,冷凍蝦捲,,加工調理食品及其他類,156,10.3,5.7,16
R6500101,冷凍魷魚圈,,加工調理食品及其他類,143,15.7,0.4,19.2
R6600101,冷凍花枝餃,,加工調理食品及其他類,177,12.4,5.6,19.2
R6600201,冷凍香菇餃,,加工調理食品及其他類,233,12.3,15.3,11.5
R6600301,冷凍蛋餃,,加工調理食品及其他類,183,12.1,14.1,2.1
R6600401,冷凍雪螺餃,,加工調理食品及其他類,204,11.6,10,16.7
R6600501,冷凍魚餃,,加工調理食品及其他類,277,12.5,19.5,12.9
R6600601,冷凍蝦餃,,加工調理食品及其他類,273,11.4,19.3,13.5
R6600701,冷凍燕餃,,加工調理食品及其他類,321,12.8,23.6,14.5
R6700101,冷凍蟹味棒,蟹肉棒,加工調理食品及其他類,118,9.3,0.7,18.6
R6700201,冷凍魚卵卷,,加工調理食品及其他類,115,12.9,0.2,15.5
R6700301,魚板,,加工調理食品及其他類,128,10,2,17.6
R6700401,天婦羅,甜不辣,加工調理食品及其他類,176,12.4,4.7,21
R6700501,冷凍花枝漿,,加工調理食品及其他類,227,11.2,12.6,17.1
R6700601,冷凍花枝羹,,加工調理食品及其他類,126,11.4,4.7,9.4
R6800101,魚肉脯,,加工調理食品及其他類,104,21.9,1.7,0.2
R6800201,鯖魚肉脯,,加工調理食品及其他類,685,33.8,60.4,1.5
R6800301,魚肉鬆,魚肉酥,加工調理食品及其他類,470,28.2,20.2,43.8
R6800401,旗魚鬆,,加工調理食品及其他類,481,31.3,22.9,37.4
R6800501,鮭魚鬆,,加工調理食品及其他類,452,29,21.6,35.3
R6900101,香筍鮪魚罐頭,,加工調理食品及其他類,261,10,24.1,0.9
R6900201,茄汁鯖魚罐頭,,加工調理食品及其他類,116,17.6,3.8,2.8
R7100101,蒜味甘扁桃仁,蒜味杏仁果,加工調理食品及其他類,648,23.3,53.6,18
R7100201,杏仁霜,"杏仁粉,杏仁茶",加工調理食品及其他類,554,9.7,36.4,47.1
R7100301,蜜汁松子仁,,加工調理食品及其他類,697,14.9,62.4,19
R7100401,鹽酥夏威夷豆,夏威夷火山豆,加工調理食品及其他類,773,9.4,76.3,12
R7100501,甜核桃,,加工調理食品及其他類,723,14.4,67.4,14.7
R7100601,糖炒栗子,,加工調理食品及其他類,209,4.2,0.8,46.3
R7100701,蜜汁腰果,,加工調理食品及其他類,600,17.6,43.6,34.3
R7100801,玉桂西瓜子,,加工調理食品及其他類,529,31.1,34.4,23.8
R7100901,醬油西瓜子,,加工調理食品及其他類,547,29.5,37.7,22.5
R7101001,鹽酥帶殼花生(熟),"土豆,長生果,落花生",加工調理食品及其他類,568,28.2,38.1,28.1
R7101101,醃漬花生仁,"土豆,長生果,落花生",加工調理食品及其他類,288,10.6,26,2.9
R7101201,糖漬花生仁,"土豆,長生果,落花生",加工調理食品及其他類,382,14.2,23.3,28.8
R7101301,油炸花生仁,"土豆,長生果,落花生",加工調理食品及其他類,623,28.9,48.4,18
R7101401,蛋酥花生仁,"土豆,長生果,落花生",加工調理食品及其他類,606,21.1,43.8,31.8
R7101501,鹽酥花生仁,"土豆,長生果,落花生",加工調理食品及其他類,557,28.8,35.9,29.6
R7101601,調味南瓜子(去殼),白瓜子,加工調理食品及其他類,607,30.4,47.9,13.5
R7101602,調味南瓜子(帶殼),白瓜子,加工調理食品及其他類,607,25.9,47.2,19.5
R7101701,甘草葵瓜子(帶殼),,加工調理食品及其他類,564,26.8,39.3,25.8
R7101801,鹽酥葵瓜子(帶殼),,加工調理食品及其他類,619,25.9,49.3,17.8
R7101901,糖漬蓮子,,加工調理食品及其他類,230,5.7,0.1,51.4
R7300101,烤雞,手扒雞,加工調理食品及其他類,233,22.8,14.2,3.6
R7300201,冷凍烤雞翅,,加工調理食品及其他類,217,18.8,14.2,3.6
R7300301,鴨賞,,加工調理食品及其他類,304,31.1,17.6,5.3
R7300401,茶鵝,,加工調理食品及其他類,352,15.6,32.6,0
R7300501,熟鵝腿肉,,加工調理食品及其他類,285,18.5,23.6,0
R7500101,鯊魚煙,,加工調理食品及其他類,68,22.3,0.4,0
R7500201,日本鰻鱺魚片(蒲燒),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)",加工調理食品及其他類,272,25,18.7,0.9
R7500301,鹽漬小鱗脂眼鯡(鹹馧仔),"臭肉鰮,鰮仔,圓眼仔,鰮魚,鰮仔魚,圓仔魚(幼魚),脂眼鯡,臭肉,臭肉魚/肉鰮(澎湖)",加工調理食品及其他類,224,17.4,17,0.3
R7500401,鯖魚(醃製),鹹鯖魚,加工調理食品及其他類,281,14.9,24,1.3
R7500402,鯖魚(醃製)(2022年取樣),鹹鯖魚,加工調理食品及其他類,296,17,21,9.8
R7500501,毛鱗魚(柳葉魚)(裹粉未炸),柳葉魚,加工調理食品及其他類,171,12.9,4.9,19
R7500601,油魚卵(加工),油魚子,加工調理食品及其他類,416,46.6,27.3,0
R7500701,圓鱈魚卵(加工),,加工調理食品及其他類,84,11.2,4.4,0
R7500801,鯔魚卵(加工),"烏魚卵,烏魚子",加工調理食品及其他類,297,36.6,8.5,18.7
R7500802,鯔魚卵(加工)(2022年取樣),"烏魚卵,烏魚子",加工調理食品及其他類,431,38.9,28.7,4.4
R7500901,醃漬鮭魚卵,,加工調理食品及其他類,218,24.9,10.2,6.7
R7501001,香魚片,,加工調理食品及其他類,307,36.1,0.7,39.1
R7501101,龍蝦卵(調味),,加工調理食品及其他類,64,6.7,1.8,5.2
R7501201,蠑螺(加工),,加工調理食品及其他類,105,14.8,0.2,11
R7501301,鹹小卷,"鹹鎖管,鹽漬小卷",加工調理食品及其他類,100,20.1,1.3,1.9
R8100101,沖泡濃湯(海鮮),,加工調理食品及其他類,355,11.2,6.9,62
R8100201,玉米濃湯調理包,,加工調理食品及其他類,369,4.4,5.9,74.7
R8100301,麥片沖泡包(三合一),,加工調理食品及其他類,409,11,7.5,74.3
R8100401,三合一麥片(野菜蘑菇),,加工調理食品及其他類,399,6.8,9,72.7
R8100501,糙米麩,,加工調理食品及其他類,387,7.8,3.3,81.4
R8100601,麵茶粉,,加工調理食品及其他類,423,7.2,7,82.9
R8100701,植物燕麥奶粉(營養強化),,加工調理食品及其他類,437,12,13.2,67.5
R8100801,杏仁茶沖泡包,綜合堅果穀粉,加工調理食品及其他類,399,3.5,5.2,84.7
R8100901,芝麻糊沖泡包,,加工調理食品及其他類,458,9.3,15.4,70.7
R8101001,綜合堅果穀物沖泡包,,加工調理食品及其他類,453,13.3,15.4,65.4
R8200101,寒天脆藻,水晶脆藻,加工調理食品及其他類,11,0,0,2.5
R9900101,生啤酒,,加工調理食品及其他類,50,0.4,0,8.2
R9900102,啤酒,,加工調理食品及其他類,49,,0,8.9
R9900201,陳年紹興酒,,加工調理食品及其他類,133,1.8,0,19.1
